c14,1
c10,2
c15,3
c3,3
c2,4
c1,4
c27,5
c26,5
c25,5
c24,5
c23,5
c22,5
c21,5
c20,5
c19,5
c18,5
c17,5
c16,5
c13,5
c12,5
c11,5
c9,5
c8,5
c7,5
c6,5
c5,5
c4,5
